03/02/2019_16:46:39,0.0,42.99484056666667,-81.26335303333333
03/02/2019_16:46:41,0.0,42.99484123333333,-81.26335266666666
03/02/2019_16:46:43,0.0,42.994841283333336,-81.26335251666667
03/02/2019_16:46:45,0.1,42.9948413,-81.26335243333334
03/02/2019_16:46:47,0.1,42.99484133333333,-81.26335226666667
03/02/2019_16:46:49,0.0,42.994841533333336,-81.2633522
03/02/2019_16:46:51,0.0,42.99484173333333,-81.26335216666666
03/02/2019_16:46:53,0.1,42.9948427,-81.2633514
03/02/2019_16:46:55,0.1,42.99484313333333,-81.26335115
03/02/2019_16:46:57,0.0,42.99484335,-81.26335136666667
03/02/2019_16:46:59,0.0,42.99484306666667,-81.26335145
03/02/2019_16:47:01,0.4,42.99484335,-81.26335156666667
03/02/2019_16:47:03,0.2,42.99484173333333,-81.2633509
03/02/2019_16:47:05,0.0,42.99484103333333,-81.26335055
03/02/2019_16:47:07,0.1,42.99484141666667,-81.26335063333333
03/02/2019_16:47:09,0.1,42.9948423,-81.26335071666666
03/02/2019_16:47:11,0.1,42.994842416666664,-81.26335063333333
03/02/2019_16:47:13,0.1,42.99484268333333,-81.26335038333333
03/02/2019_16:47:15,0.1,42.99484233333333,-81.26335051666666
03/02/2019_16:47:17,0.0,42.99484223333333,-81.26334876666667
03/02/2019_16:47:19,0.2,42.9948422,-81.2633487
03/02/2019_16:47:21,0.1,42.9948423,-81.26334788333334
03/02/2019_16:47:23,0.4,42.99484125,-81.26334731666667
03/02/2019_16:47:25,0.2,42.99483908333333,-81.26334631666667
03/02/2019_16:47:27,0.1,42.994837133333334,-81.26334576666666
03/02/2019_16:47:29,0.5,42.99483668333333,-81.26334558333333
03/02/2019_16:47:31,0.8,42.99483621666667,-81.26334363333333
03/02/2019_16:47:33,0.1,42.99483171666667,-81.2633376
03/02/2019_16:47:35,0.1,42.99483141666666,-81.26333591666666
03/02/2019_16:47:37,0.0,42.99483106666667,-81.26333605
03/02/2019_16:47:39,0.0,42.99482916666667,-81.2633405
03/02/2019_16:47:41,0.0,42.99482606666667,-81.26334886666666
03/02/2019_16:47:43,0.0,42.994822733333336,-81.26335841666666
03/02/2019_16:47:45,0.0,42.99481943333333,-81.26336785
03/02/2019_16:47:47,0.0,42.99481648333333,-81.26337683333334
03/02/2019_16:47:49,0.0,42.99481278333333,-81.2633868
03/02/2019_16:47:51,0.0,42.99480921666667,-81.26339741666666
03/02/2019_16:47:53,0.0,42.99480653333333,-81.2634052
03/02/2019_16:47:55,0.0,42.99480561666667,-81.2634081
03/02/2019_16:47:57,0.0,42.99480495,-81.2634104
03/02/2019_16:47:59,0.1,42.9948045,-81.26341161666667
03/02/2019_16:48:01,0.1,42.994804466666665,-81.26341186666667
03/02/2019_16:48:03,0.0,42.99480455,-81.26341166666667
03/02/2019_16:48:05,0.0,42.99480463333333,-81.26341165
03/02/2019_16:48:07,0.0,42.99480463333333,-81.2634119
03/02/2019_16:48:09,0.1,42.99480496666666,-81.26341126666667
03/02/2019_16:48:11,0.1,42.9948052,-81.26341096666667
03/02/2019_16:48:13,0.0,42.994805416666665,-81.2634106
03/02/2019_16:48:15,0.2,42.994805416666665,-81.2634109
03/02/2019_16:48:17,0.1,42.994805766666666,-81.26340996666667
03/02/2019_16:48:19,0.1,42.99480605,-81.26340926666667
03/02/2019_16:48:21,0.0,42.99480635,-81.26340878333333
03/02/2019_16:48:23,0.1,42.99480618333333,-81.26340973333333
03/02/2019_16:48:25,0.0,42.994806233333335,-81.26340995
03/02/2019_16:48:27,0.0,42.994806133333334,-81.26341061666666
03/02/2019_16:48:29,0.0,42.994806266666664,-81.26341053333333
03/02/2019_16:48:31,0.0,42.9948063,-81.26341088333334
03/02/2019_16:48:33,0.1,42.99480641666667,-81.26341083333334
03/02/2019_16:48:35,0.0,42.99480655,-81.26341076666667
03/02/2019_16:48:37,0.1,42.994806366666666,-81.2634119
03/02/2019_16:48:39,0.0,42.994806366666666,-81.26341293333333
03/02/2019_16:48:41,0.2,42.9948066,-81.26341233333333
03/02/2019_16:48:43,0.0,42.99480723333333,-81.26341081666666
03/02/2019_16:48:45,0.0,42.99480703333333,-81.26341186666667
03/02/2019_16:48:47,0.1,42.99480616666666,-81.26341458333333
03/02/2019_16:48:49,0.1,42.99480603333333,-81.26341755
